,R,n_sites,from_sec,to_sec,type,transport_per_sec_per_particle,transport_per_sec_per_particle_sem,total_sim_time_sec
8719,20,1,2e-05,7.500000000000001e-05,kap,59.51482997612564,2.6858666777723923,8.25004457203297
119,24,1,2e-05,7.500000000000001e-05,kap,5.712731446996185,1.0994156795770962,4.726285534426247
3673,29,1,2e-05,7.500000000000001e-05,kap,1.8477357674769508,0.8263325561072414,2.706014619626814
807,35,1,2e-05,7.500000000000001e-05,kap,0.0,0.0,1.5400083201128212
15575,42,1,2e-05,7.500000000000001e-05,kap,0.0,0.0,0.882094765641765
8913,17,2,2e-05,7.500000000000001e-05,kap,322.3123082395249,4.898725421104173,13.431072563269673
2601,20,2,2e-05,7.500000000000001e-05,kap,96.23455812963593,3.4325730114432216,8.16754412631264
6881,24,2,2e-05,7.500000000000001e-05,kap,16.14640068699616,1.8769809540748852,4.583064760655755
9607,29,2,2e-05,7.500000000000001e-05,kap,1.8477357674769508,0.8263325561072414,2.706014619626814
3705,35,2,2e-05,7.500000000000001e-05,kap,0.0,0.0,1.5400083201128212
12383,42,2,2e-05,7.500000000000001e-05,kap,0.0,0.0,0.8731847175039694
2253,17,4,2e-05,7.500000000000001e-05,kap,1815.0449180557018,11.624876317068727,13.431072563269673
1907,20,4,2e-05,7.500000000000001e-05,kap,886.5406648582132,10.366238178011077,8.25004457203297
3057,24,4,2e-05,7.500000000000001e-05,kap,253.87378550451047,7.292333951535543,4.774025792349745
4411,29,4,2e-05,7.500000000000001e-05,kap,73.90943069907809,5.226185964095528,2.706014619626814
13903,35,4,2e-05,7.500000000000001e-05,kap,22.0778027988246,3.7863119430537404,1.5400083201128212
2409,42,4,2e-05,7.500000000000001e-05,kap,4.489313568388444,2.244656784194221,0.8910048137795606
5563,49,4,2e-05,7.500000000000001e-05,kap,3.5650431278378814,2.520866170916666,0.5610030308982419
13659,17,6,2e-05,7.500000000000001e-05,kap,4278.485295492827,17.937919753586318,13.296761837636973
2127,20,6,2e-05,7.500000000000001e-05,kap,3535.011204528977,20.699852454841846,8.25004457203297
6097,24,6,2e-05,7.500000000000001e-05,kap,2589.39859309362,23.64673618618003,4.6308050185792515
1581,29,6,2e-05,7.500000000000001e-05,kap,1982.990025656263,27.070432567489988,2.706014619626814
12625,35,6,2e-05,7.500000000000001e-05,kap,1394.0239689620782,31.031992395782872,1.4476078209060517
7315,42,6,2e-05,7.500000000000001e-05,kap,1388.7396770898597,39.6782764882817,0.882094765641765
6187,49,6,2e-05,7.500000000000001e-05,kap,1429.5822942629886,50.480305733231155,0.5610030308982419
10777,57,6,2e-05,7.500000000000001e-05,kap,1052.8303647403277,63.95489003283196,0.2574013906474287
9363,66,6,2e-05,7.500000000000001e-05,kap,1377.4030266646348,87.9990514296023,0.17787096097303082
7929,75,6,2e-05,7.500000000000001e-05,kap,1368.8939732180584,109.59923234315909,0.11396061568834875
2337,17,8,2e-05,7.500000000000001e-05,kap,3103.8965501401262,15.43520508483688,13.028140386371586
7941,20,8,2e-05,7.500000000000001e-05,kap,2360.35088416516,16.91453788200814,8.25004457203297
11547,24,8,2e-05,7.500000000000001e-05,kap,1496.5240564668168,17.79433954792437,4.726285534426247
14867,29,8,2e-05,7.500000000000001e-05,kap,983.965956175605,19.16493584388075,2.678954473430545
2863,35,8,2e-05,7.500000000000001e-05,kap,525.9711843249381,18.480743623145088,1.5400083201128212
10217,42,8,2e-05,7.500000000000001e-05,kap,533.3952461409987,24.84269331800485,0.8642746693661738
5193,49,8,2e-05,7.500000000000001e-05,kap,367.19944216730147,25.58399741874246,0.5610030308982419
13687,57,8,2e-05,7.500000000000001e-05,kap,397.8222485218066,49.72778106522584,0.1608758691546429
10801,66,8,2e-05,7.500000000000001e-05,kap,358.26049166449644,51.71044782562618,0.1339807238498154
11323,75,8,2e-05,7.500000000000001e-05,kap,288.5987293964,45.63146573616075,0.13860074881015388
2021,24,12,2e-05,7.500000000000001e-05,kap,540.8433285252856,10.643717959185967,4.774025792349745
15737,29,12,2e-05,7.500000000000001e-05,kap,303.4766018098508,10.64338910629335,2.678954473430545
7343,35,12,2e-05,7.500000000000001e-05,kap,230.51823510537417,12.234637589514088,1.5400083201128212
4193,42,12,2e-05,7.500000000000001e-05,kap,244.87164918482452,16.66140536046189,0.882094765641765
6121,49,12,2e-05,7.500000000000001e-05,kap,372.5470068590584,25.76961531144245,0.5610030308982419
13601,57,12,2e-05,7.500000000000001e-05,kap,218.91034055887462,51.597662093678906,0.08222544423459525
3453,66,12,2e-05,7.500000000000001e-05,kap,365.55839056877335,59.301401624340755,0.1039505616076154
5779,75,12,2e-05,7.500000000000001e-05,kap,187.58917410765991,52.02787584362382,0.06930037440507694
10157,24,16,2e-05,7.500000000000001e-05,kap,0.0,0.0,4.67854527650275
14049,29,16,2e-05,7.500000000000001e-05,kap,0.0,0.0,2.706014619626814
13207,35,16,2e-05,7.500000000000001e-05,kap,0.0,0.0,1.5400083201128212
11849,42,16,2e-05,7.500000000000001e-05,kap,1.1223283920971108,1.1223283920971108,0.8910048137795606
287,49,16,2e-05,7.500000000000001e-05,kap,3.5650431278378814,2.520866170916666,0.5610030308982419
6437,57,16,2e-05,7.500000000000001e-05,kap,23.309897374324606,23.309897374324606,0.04290023177457144
5821,66,16,2e-05,7.500000000000001e-05,kap,865.7961881891998,193.59791314512515,0.023100124801692316
10365,75,16,2e-05,7.500000000000001e-05,kap,380.6517723935274,92.32161553865214,0.044660241283271805
5393,49,24,2e-05,7.500000000000001e-05,kap,0.0,0.0,0.5553930005892594
552,17,1,2e-05,8e-05,inert,32.75985101352997,1.4952757817182365,14.652081286992367
11630,20,1,2e-05,8e-05,inert,7.333292649378679,0.9026659259998026,9.000049930584993
5300,24,1,2e-05,8e-05,inert,0.5818521925406143,0.3359325199918976,5.15594860423353
2580,29,1,2e-05,8e-05,inert,0.0,0.0,2.9520163772318773
6414,35,1,2e-05,8e-05,inert,0.0,0.0,1.6800093203758653
10664,42,1,2e-05,8e-05,inert,0.0,0.0,0.9622853385781476
15856,17,2,2e-05,8e-05,inert,36.17233549410598,1.5712258494552993,14.652081286992367
6700,20,2,2e-05,8e-05,inert,6.397270906253209,0.8473392312243191,8.910049431279143
11174,24,2,2e-05,8e-05,inert,0.20001169118583612,0.20001169118583612,4.999707737438576
334,29,2,2e-05,8e-05,inert,0.0,0.0,2.9520163772318773
628,35,2,2e-05,8e-05,inert,0.0,0.0,1.6800093203758653
9480,42,2,2e-05,8e-05,inert,0.0,0.0,0.9525652846531156
15728,17,4,2e-05,8e-05,inert,42.74222985772007,1.7165692591057125,14.505560474122445
11858,20,4,2e-05,8e-05,inert,8.333287101566683,0.962245110264792,9.000049930584993
7888,24,4,2e-05,8e-05,inert,0.7680448941536109,0.3840224470768055,5.2080288931651815
11958,29,4,2e-05,8e-05,inert,0.0,0.0,2.9520163772318773
6848,35,4,2e-05,8e-05,inert,0.0,0.0,1.6800093203758653
5560,42,4,2e-05,8e-05,inert,0.0,0.0,0.9720053925031792
13158,49,4,2e-05,8e-05,inert,0.0,0.0,0.6058833613269817
3200,17,6,2e-05,8e-05,inert,55.289142493373355,1.9523274931385144,14.505560474122445
8730,20,6,2e-05,8e-05,inert,10.666607490005351,1.08865606821093,9.000049930584993
3572,24,6,2e-05,8e-05,inert,0.19794971498804406,0.19794971498804406,5.051788026370227
7026,29,6,2e-05,8e-05,inert,0.0,0.0,2.9520163772318773
156,35,6,2e-05,8e-05,inert,0.0,0.0,1.579208761153314
8550,42,6,2e-05,8e-05,inert,0.0,0.0,0.9622853385781476
2206,49,6,2e-05,8e-05,inert,0.0,0.0,0.6120033952797794
10630,17,8,2e-05,8e-05,inert,32.48969599215101,1.519803875449126,14.065998035512676
9602,20,8,2e-05,8e-05,inert,5.111082755627559,0.7535880395592898,9.000049930584993
13968,24,8,2e-05,8e-05,inert,0.19395073084687145,0.19395073084687145,5.15594860423353
12968,29,8,2e-05,8e-05,inert,0.0,0.0,2.9224962134595587
5204,35,8,2e-05,8e-05,inert,0.0,0.0,1.6800093203758653
10956,42,8,2e-05,8e-05,inert,0.0,0.0,0.942845230728084
3796,49,8,2e-05,8e-05,inert,0.0,0.0,0.6120033952797794
7854,24,12,2e-05,8e-05,inert,0.19201122353840275,0.19201122353840275,5.2080288931651815
3336,29,12,2e-05,8e-05,inert,0.0,0.0,2.9224962134595587
13166,35,12,2e-05,8e-05,inert,0.0,0.0,1.6800093203758653
9198,42,12,2e-05,8e-05,inert,0.0,0.0,0.9622853385781476
15638,49,12,2e-05,8e-05,inert,0.0,0.0,0.6120033952797794
11542,24,16,2e-05,8e-05,inert,0.7837192797485826,0.3918596398742913,5.103868315301879
8250,29,16,2e-05,8e-05,inert,0.0,0.0,2.9520163772318773
15532,35,16,2e-05,8e-05,inert,0.0,0.0,1.6800093203758653
11506,42,16,2e-05,8e-05,inert,0.0,0.0,0.9622853385781476
9930,49,16,2e-05,8e-05,inert,0.0,0.0,0.6120033952797794
14278,49,24,2e-05,8e-05,inert,0.0,0.0,0.5997633273741839
553,17,1,2e-05,8e-05,kap,171.92096813142066,3.425427376646833,14.652081286992367
11631,20,1,2e-05,8e-05,kap,58.9996726790921,2.5603677114386887,9.000049930584993
5301,24,1,2e-05,8e-05,kap,6.400374117946758,1.1141621236916888,5.15594860423353
2581,29,1,2e-05,8e-05,kap,2.0325090491626048,0.829768344672965,2.9520163772318773
6415,35,1,2e-05,8e-05,kap,0.0,0.0,1.6800093203758653
10665,42,1,2e-05,8e-05,kap,0.0,0.0,0.9622853385781476
15857,17,2,2e-05,8e-05,kap,324.1177759651117,4.703290083249733,14.652081286992367
6701,20,2,2e-05,8e-05,kap,98.3159528750493,3.3217882125316613,8.910049431279143
11175,24,2,2e-05,8e-05,kap,15.800923603681051,1.777742796995798,4.999707737438576
335,29,2,2e-05,8e-05,kap,1.6937575409688377,0.7574713998018411,2.9520163772318773
629,35,2,2e-05,8e-05,kap,0.0,0.0,1.6800093203758653
9481,42,2,2e-05,8e-05,kap,0.0,0.0,0.9525652846531156
15729,17,4,2e-05,8e-05,kap,1830.5394022774842,11.233686085060134,14.505560474122445
11859,20,4,2e-05,8e-05,kap,895.8839186657622,9.977079000668422,9.000049930584993
7889,24,4,2e-05,8e-05,kap,257.2950395414597,7.028764852569574,5.2080288931651815
11959,29,4,2e-05,8e-05,kap,76.89659235998525,5.10380609319225,2.9520163772318773
6849,35,4,2e-05,8e-05,kap,24.99986130470003,3.857562347902888,1.6800093203758653
5561,42,4,2e-05,8e-05,kap,4.115203506946508,2.057601753473254,0.9720053925031792
13159,49,4,2e-05,8e-05,kap,3.3009653799036163,2.3341350045918747,0.6058833613269817
3201,17,6,2e-05,8e-05,kap,4316.344763905983,17.250067790611812,14.505560474122445
8731,20,6,2e-05,8e-05,kap,3598.424480951177,19.995567613206084,9.000049930584993
3573,24,6,2e-05,8e-05,kap,2666.778560318929,22.97581458732984,5.051788026370227
7027,29,6,2e-05,8e-05,kap,2040.6390853592554,26.292005778270283,2.9520163772318773
157,35,6,2e-05,8e-05,kap,1465.9239848120706,30.46743918754548,1.579208761153314
8551,42,6,2e-05,8e-05,kap,1432.0076849930026,38.57631504745881,0.9622853385781476
2207,49,6,2e-05,8e-05,kap,1459.1422317056927,48.8283330214315,0.6120033952797794
10631,17,8,2e-05,8e-05,kap,3148.0880267580715,14.960226111537073,14.065998035512676
9603,20,8,2e-05,8e-05,kap,2430.542071290282,16.433463782781146,9.000049930584993
13969,24,8,2e-05,8e-05,kap,1551.0239945824308,17.344227780742973,5.15594860423353
12969,29,8,2e-05,8e-05,kap,1011.4640992129056,18.603654172715697,2.9224962134595587
5205,35,8,2e-05,8e-05,kap,552.3778878752762,18.13269251187259,1.6800093203758653
10957,42,8,2e-05,8e-05,kap,555.7645973298896,24.278689161785632,0.942845230728084
3797,49,8,2e-05,8e-05,kap,393.78866499560144,25.36615779584537,0.6120033952797794
7855,24,12,2e-05,8e-05,kap,549.5361217669088,10.27215182515391,5.2080288931651815
3337,29,12,2e-05,8e-05,kap,312.4041686675856,10.339068950822572,2.9224962134595587
13167,35,12,2e-05,8e-05,kap,240.4748563594952,11.964071269405153,1.6800093203758653
9199,42,12,2e-05,8e-05,kap,253.56304436741144,16.232710533544907,0.9622853385781476
15639,49,12,2e-05,8e-05,kap,397.056620721706,25.47119409524447,0.6120033952797794
11543,24,16,2e-05,8e-05,kap,0.0,0.0,5.103868315301879
8251,29,16,2e-05,8e-05,kap,0.0,0.0,2.9520163772318773
15533,35,16,2e-05,8e-05,kap,0.0,0.0,1.6800093203758653
11507,42,16,2e-05,8e-05,kap,1.0391928047844716,1.0391928047844716,0.9622853385781476
9931,49,16,2e-05,8e-05,kap,8.16988931526145,3.6536855755147615,0.6120033952797794
14279,49,24,2e-05,8e-05,kap,0.0,0.0,0.5997633273741839
3802,17,1,2e-05,8.5e-05,inert,33.218026667573355,1.453913529452731,15.714359110607983
11940,20,1,2e-05,8.5e-05,inert,7.179446467138487,0.8581079816708661,9.75005528913706
1372,24,1,2e-05,8.5e-05,inert,0.5425748193313806,0.3132557179964852,5.529191354101033
876,29,1,2e-05,8.5e-05,inert,0.0,0.0,3.198018134836956
15516,35,1,2e-05,8.5e-05,inert,0.0,0.0,1.8200103206389182
4722,42,1,2e-05,8.5e-05,inert,0.0,0.0,1.0424759115145346
15264,17,2,2e-05,8.5e-05,inert,36.413829922833,1.5146156510240485,15.873090010715135
9386,20,2,2e-05,8.5e-05,inert,7.251966128422722,0.8667757390614812,9.652554736245689
5208,24,2,2e-05,8.5e-05,inert,0.18462615380026148,0.18462615380026148,5.41635071422142
164,29,2,2e-05,8.5e-05,inert,0.0,0.0,3.1660379534885865
4920,35,2,2e-05,8.5e-05,inert,0.0,0.0,1.801810217432529
14408,42,2,2e-05,8.5e-05,inert,0.0,0.0,1.0319458518022666
12432,17,4,2e-05,8.5e-05,inert,43.199798227780114,1.6664683960582278,15.555628210500831
9218,20,4,2e-05,8.5e-05,inert,8.39156080574629,0.9323956450829208,9.652554736245689
13862,24,4,2e-05,8.5e-05,inert,0.7089644305930041,0.35448221529650203,5.642031993980647
14868,29,4,2e-05,8.5e-05,inert,0.0,0.0,3.1660379534885865
9914,35,4,2e-05,8.5e-05,inert,0.0,0.0,1.8200103206389182
7188,42,4,2e-05,8.5e-05,inert,0.0,0.0,1.0530059712268025
12742,49,4,2e-05,8.5e-05,inert,0.0,0.0,0.656373722064707
5200,17,6,2e-05,8.5e-05,inert,56.50882697472245,1.8963120698563285,15.714359110607983
12232,20,6,2e-05,8.5e-05,inert,10.564042658789491,1.0409060527481848,9.75005528913706
13454,24,6,2e-05,8.5e-05,inert,0.1827227913899495,0.1827227913899495,5.472771034161227
3930,29,6,2e-05,8.5e-05,inert,0.0,0.0,3.198018134836956
15020,35,6,2e-05,8.5e-05,inert,0.0,0.0,1.7108097014005832
8450,42,6,2e-05,8.5e-05,inert,0.0,0.0,1.0424759115145346
4766,49,6,2e-05,8.5e-05,inert,0.0,0.0,0.6630037596613202
6216,17,8,2e-05,8.5e-05,inert,33.46859367907443,1.4820142380140728,15.23816641028653
6136,20,8,2e-05,8.5e-05,inert,6.1747425883552625,0.8038830131648849,9.55505418335432
9570,24,8,2e-05,8.5e-05,inert,0.3617165462209204,0.2557722227001901,5.529191354101033
9106,29,8,2e-05,8.5e-05,inert,0.0,0.0,3.134057772140217
1568,35,8,2e-05,8.5e-05,inert,0.0,0.0,1.801810217432529
5154,42,8,2e-05,8.5e-05,inert,0.0,0.0,1.0214157920899984
12344,49,8,2e-05,8.5e-05,inert,0.0,0.0,0.6630037596613202
12204,24,12,2e-05,8.5e-05,inert,0.35806284373384045,0.2531886648951377,5.585611674040838
4850,29,12,2e-05,8.5e-05,inert,0.0,0.0,3.1660379534885865
15018,35,12,2e-05,8.5e-05,inert,0.0,0.0,1.8200103206389182
9952,42,12,2e-05,8.5e-05,inert,0.0,0.0,1.0424759115145346
13238,49,12,2e-05,8.5e-05,inert,0.0,0.0,0.6630037596613202
14352,24,16,2e-05,8.5e-05,inert,0.730891165559798,0.365445582779899,5.472771034161227
2560,29,16,2e-05,8.5e-05,inert,0.0,0.0,3.1660379534885865
7140,35,16,2e-05,8.5e-05,inert,0.0,0.0,1.801810217432529
90,42,16,2e-05,8.5e-05,inert,0.0,0.0,1.0424759115145346
10412,49,16,2e-05,8.5e-05,inert,0.0,0.0,0.656373722064707
13170,49,24,2e-05,8.5e-05,inert,0.0,0.0,0.6364836092748674
3803,17,1,2e-05,8.5e-05,kap,174.23554983872754,3.329814562560295,15.714359110607983
11941,20,1,2e-05,8.5e-05,kap,59.58940567724946,2.4721851180929297,9.75005528913706
1373,24,1,2e-05,8.5e-05,kap,6.872614378197489,1.1148852713149084,5.529191354101033
877,29,1,2e-05,8.5e-05,kap,1.876161968764413,0.7659399163813874,3.198018134836956
15517,35,1,2e-05,8.5e-05,kap,0.0,0.0,1.8200103206389182
4723,42,1,2e-05,8.5e-05,kap,0.0,0.0,1.0424759115145346
15265,17,2,2e-05,8.5e-05,kap,323.6924881375707,4.515809064362529,15.873090010715135
9387,20,2,2e-05,8.5e-05,kap,98.4195403143083,3.193151539364693,9.652554736245689
5209,24,2,2e-05,8.5e-05,kap,15.693223073022216,1.7021690329405044,5.41635071422142
165,29,2,2e-05,8.5e-05,kap,1.5792609164683615,0.7062669526863746,3.1660379534885865
4921,35,2,2e-05,8.5e-05,kap,0.0,0.0,1.801810217432529
14409,42,2,2e-05,8.5e-05,kap,0.0,0.0,1.0319458518022666
12433,17,4,2e-05,8.5e-05,kap,1844.091386848363,10.887983206804712,15.555628210500831
9219,20,4,2e-05,8.5e-05,kap,908.982154439727,9.704128573033529,9.652554736245689
13863,24,4,2e-05,8.5e-05,kap,264.26649150354217,6.843894042751168,5.642031993980647
14869,29,4,2e-05,8.5e-05,kap,81.1740111064738,5.063495693163425,3.1660379534885865
9915,35,4,2e-05,8.5e-05,kap,27.472371685478894,3.885180062815887,1.8200103206389182
7189,42,4,2e-05,8.5e-05,kap,5.697973386617847,2.326187894195324,1.0530059712268025
12743,49,4,2e-05,8.5e-05,kap,3.0470445917742497,2.1545858934213675,0.656373722064707
5201,17,6,2e-05,8.5e-05,kap,4350.161499991021,16.63812387622471,15.714359110607983
12233,20,6,2e-05,8.5e-05,kap,3652.902362480062,19.355994627397667,9.75005528913706
13455,24,6,2e-05,8.5e-05,kap,2726.224047538048,22.31912336810204,5.472771034161227
3931,29,6,2e-05,8.5e-05,kap,2081.9143980055765,25.51472978418911,3.198018134836956
15021,35,6,2e-05,8.5e-05,kap,1529.1005176428257,29.896280906231393,1.7108097014005832
8451,42,6,2e-05,8.5e-05,kap,1515.6225506491926,38.12962332237966,1.0424759115145346
4767,49,6,2e-05,8.5e-05,kap,1508.287072928251,47.69622515841768,0.6630037596613202
6217,17,8,2e-05,8.5e-05,kap,3186.9976145697447,14.461871995158221,15.23816641028653
6137,20,8,2e-05,8.5e-05,kap,2476.490404546619,16.099105549744564,9.55505418335432
9571,24,8,2e-05,8.5e-05,kap,1595.1699688342594,16.98527850466488,5.529191354101033
9107,29,8,2e-05,8.5e-05,kap,1039.865961939324,18.21525193703872,3.134057772140217
1569,35,8,2e-05,8.5e-05,kap,575.5323118755878,17.872295353112058,1.801810217432529
5155,42,8,2e-05,8.5e-05,kap,586.4409035367859,23.961325730985326,1.0214157920899984
12345,49,8,2e-05,8.5e-05,kap,411.7623709094128,24.920992379136035,0.6630037596613202
12205,24,12,2e-05,8.5e-05,kap,562.8747903495972,10.038539438052382,5.585611674040838
4851,29,12,2e-05,8.5e-05,kap,317.43144421014074,10.013062203933243,3.1660379534885865
15019,35,12,2e-05,8.5e-05,kap,245.05355543447155,11.603622156674966,1.8200103206389182
9953,42,12,2e-05,8.5e-05,kap,265.7135737530548,15.96518134688928,1.0424759115145346
13239,49,12,2e-05,8.5e-05,kap,408.7457967635562,24.829538887628,0.6630037596613202
14353,24,16,2e-05,8.5e-05,kap,0.0,0.0,5.472771034161227
2561,29,16,2e-05,8.5e-05,kap,0.0,0.0,3.1660379534885865
7141,35,16,2e-05,8.5e-05,kap,0.0,0.0,1.801810217432529
91,42,16,2e-05,8.5e-05,kap,0.9592547788918936,0.9592547788918936,1.0424759115145346
10413,49,16,2e-05,8.5e-05,kap,9.14113377532275,3.731852236676991,0.656373722064707
13171,49,24,2e-05,8.5e-05,kap,0.0,0.0,0.6364836092748674
1938,42,1,2e-05,9e-05,inert,0.0,0.0,1.0432860259543868
12916,42,2,2e-05,9e-05,inert,0.0,0.0,1.1113264189514118
12882,42,4,2e-05,9e-05,inert,0.0,0.0,1.1340065499504202
5756,49,4,2e-05,9e-05,inert,0.0,0.0,0.7068640828024286
15118,42,6,2e-05,9e-05,inert,0.0,0.0,1.122666484450916
5280,49,6,2e-05,9e-05,inert,0.0,0.0,0.7140041240428572
2658,42,8,2e-05,9e-05,inert,0.0,0.0,1.0999863534519077
1718,49,8,2e-05,9e-05,inert,0.0,0.0,0.7140041240428572
1654,49,12,2e-05,9e-05,inert,0.0,0.0,0.7140041240428572
15344,42,16,2e-05,9e-05,inert,0.0,0.0,1.0999863534519077
1112,49,16,2e-05,9e-05,inert,0.0,0.0,0.7068640828024286
11582,49,24,2e-05,9e-05,inert,0.0,0.0,0.17136098977028588
1939,42,1,2e-05,9e-05,kap,0.0,0.0,1.0432860259543868
12917,42,2,2e-05,9e-05,kap,0.0,0.0,1.1113264189514118
12883,42,4,2e-05,9e-05,kap,6.172803852240577,2.3331005550014376,1.1340065499504202
5757,49,4,2e-05,9e-05,kap,2.829398251599959,2.0006866903836924,0.7068640828024286
15119,42,6,2e-05,9e-05,kap,1560.5703245491325,37.28346722079661,1.122666484450916
5281,49,6,2e-05,9e-05,kap,1539.2067958616333,46.42994037736352,0.7140041240428572
2659,42,8,2e-05,9e-05,kap,601.8256480387723,23.39061805611949,1.0999863534519077
1719,49,8,2e-05,9e-05,kap,422.96674463167716,24.33900115111892,0.7140041240428572
1655,49,12,2e-05,9e-05,kap,422.9667446316773,24.33900115111892,0.7140041240428572
15345,42,16,2e-05,9e-05,kap,0.909102187369746,0.909102187369746,1.0999863534519077
1113,49,16,2e-05,9e-05,kap,15.561690383799773,4.6920261915223245,0.7068640828024286
11583,49,24,2e-05,9e-05,kap,0.0,0.0,0.17136098977028588
12948,49,8,2e-05,9.5e-05,inert,0.0,0.0,0.045900269305463814
9036,49,12,2e-05,9.5e-05,inert,0.0,0.0,0.7573544435401542
2254,42,16,2e-05,9.5e-05,inert,0.0,0.0,0.07290042772044251
4746,49,16,2e-05,9.5e-05,inert,0.0,0.0,0.7420543537716663
12949,49,8,2e-05,9.5e-05,kap,588.2318428311709,113.2052709348287,0.045900269305463814
9037,49,12,2e-05,9.5e-05,kap,411.96034784135736,23.322662041949425,0.7573544435401542
2255,42,16,2e-05,9.5e-05,kap,0.0,0.0,0.07290042772044251
4747,49,16,2e-05,9.5e-05,kap,16.17132213968851,4.668258595250658,0.7420543537716663
4734,49,8,2e-05,0.0001,inert,0.0,0.0,0.04896029116835613
11406,49,12,2e-05,0.0001,inert,0.0,0.0,0.807844804277875
1638,42,16,2e-05,0.0001,inert,0.0,0.0,0.07776046244385973
2784,49,16,2e-05,0.0001,inert,0.0,0.0,0.7915247072217563
4735,49,8,2e-05,0.0001,kap,612.741454025288,111.87077209605495,0.04896029116835613
11407,49,12,2e-05,0.0001,kap,407.2564411602419,22.45277440811265,0.807844804277875
1639,42,16,2e-05,0.0001,kap,0.0,0.0,0.07776046244385973
2785,49,16,2e-05,0.0001,kap,17.687382178049575,4.727151727085212,0.7915247072217563
2586,15,0,2.5e-05,3.0000000000000004e-05,inert,74.5073550270277,4.6476411125415655,3.4493238943561004
7090,17,0,2.5e-05,3.0000000000000004e-05,inert,32.8499957616846,3.844801189335592,2.222222508933939
15644,20,0,2.5e-05,3.0000000000000004e-05,inert,7.1684506880277645,2.2668631468768847,1.395001574984855
10122,24,0,2.5e-05,3.0000000000000004e-05,inert,0.0,0.0,0.8506409603907649
13026,17,1,2.5e-05,3.0000000000000004e-05,inert,25.79849667147093,3.2503050662876047,2.442002757070262
13272,20,1,2.5e-05,3.0000000000000004e-05,inert,5.333327311892658,1.88561595426336,1.5000016935321019
14622,24,1,2.5e-05,3.0000000000000004e-05,inert,0.0,0.0,0.8636609750906235
6274,29,1,2.5e-05,3.0000000000000004e-05,inert,0.0,0.0,0.4920005554785294
15558,35,1,2.5e-05,3.0000000000000004e-05,inert,0.0,0.0,0.28000031612599235
2932,42,1,2.5e-05,3.0000000000000004e-05,inert,0.0,0.0,0.16200018290146698
13756,17,2,2.5e-05,3.0000000000000004e-05,inert,34.80749550912748,3.77540296815792,2.442002757070262
11852,20,2,2.5e-05,3.0000000000000004e-05,inert,4.6666613979060765,1.7638322159720734,1.5000016935321019
1912,24,2,2.5e-05,3.0000000000000004e-05,inert,1.1755841142902677,1.1755841142902677,0.8506409603907649
14474,29,2,2.5e-05,3.0000000000000004e-05,inert,0.0,0.0,0.4920005554785294
1484,35,2,2.5e-05,3.0000000000000004e-05,inert,0.0,0.0,0.28000031612599235
6968,42,2,2.5e-05,3.0000000000000004e-05,inert,0.0,0.0,0.1611901819869597
6198,17,4,2.5e-05,3.0000000000000004e-05,inert,36.85499524495849,3.884857604291468,2.442002757070262
9494,20,4,2.5e-05,3.0000000000000004e-05,inert,5.333327311892658,1.88561595426336,1.5000016935321019
12638,24,4,2.5e-05,3.0000000000000004e-05,inert,0.0,0.0,0.8680009799905763
4314,29,4,2.5e-05,3.0000000000000004e-05,inert,0.0,0.0,0.4920005554785294
5456,35,4,2.5e-05,3.0000000000000004e-05,inert,0.0,0.0,0.28000031612599235
1858,42,4,2.5e-05,3.0000000000000004e-05,inert,0.0,0.0,0.16200018290146698
12522,49,4,2.5e-05,3.0000000000000004e-05,inert,0.0,0.0,0.10200011516018294
13188,17,6,2.5e-05,3.0000000000000004e-05,inert,44.44823547130675,4.277033452393803,2.4297927432849113
10240,20,6,2.5e-05,3.0000000000000004e-05,inert,8.66665688182557,2.4036981364826877,1.5000016935321019
6232,24,6,2.5e-05,3.0000000000000004e-05,inert,0.0,0.0,0.8549809652907178
7252,29,6,2.5e-05,3.0000000000000004e-05,inert,0.0,0.0,0.4920005554785294
1970,35,6,2.5e-05,3.0000000000000004e-05,inert,0.0,0.0,0.27160030664221263
620,42,6,2.5e-05,3.0000000000000004e-05,inert,0.0,0.0,0.1611901819869597
11992,49,6,2.5e-05,3.0000000000000004e-05,inert,0.0,0.0,0.10200011516018294
7132,57,6,2.5e-05,3.0000000000000004e-05,inert,0.0,0.0,0.06337507155173132
5668,66,6,2.5e-05,3.0000000000000004e-05,inert,0.0,0.0,0.03927004433667043
1314,75,6,2.5e-05,3.0000000000000004e-05,inert,0.0,0.0,0.0257600290835913
8300,17,8,2.5e-05,3.0000000000000004e-05,inert,21.40100226396249,2.9677850388091414,2.4297927432849113
10718,20,8,2.5e-05,3.0000000000000004e-05,inert,3.9999954839194936,1.6329913181733058,1.5000016935321019
672,24,8,2.5e-05,3.0000000000000004e-05,inert,0.0,0.0,0.8636609750906235
5340,29,8,2.5e-05,3.0000000000000004e-05,inert,0.0,0.0,0.4895405527011368
7116,35,8,2.5e-05,3.0000000000000004e-05,inert,0.0,0.0,0.28000031612599235
740,42,8,2.5e-05,3.0000000000000004e-05,inert,0.0,0.0,0.15957018015794502
7842,49,8,2.5e-05,3.0000000000000004e-05,inert,0.0,0.0,0.10200011516018294
938,57,8,2.5e-05,3.0000000000000004e-05,inert,0.0,0.0,0.0598000675154798
10500,66,8,2.5e-05,3.0000000000000004e-05,inert,0.0,0.0,0.03948004457376493
